Work ID,Publishing Name,Singer,Title,Composer,Genre,Label Musik,Share Composer,Share Publishing,ISRC,Release Year,Youtube link (if Any)
JQcom360,JQ Composey,Fadhel Muzar,Ku Ingin Engkau,Fadhel Muzar Saktian,POP,BIG Records,50,50,,2025,https://youtu.be/5X38mcdFzb0?si=pYNQYqeqzfnLvqoO
JQcom361,JQ Composey,FOODOMORE,Christmas Truce ,"Yulius Aprianto, JOHN RINSON NICOLAUS, ANDHIKA PUDI SISWANTO, SAGIT HARIAJI, Sunu Prasasti , Mikhael Mestro MS",Pop,BIG Records,8.33,50,,2024,https://youtu.be/9Bc1QUv2g3g?si=EqFDGOlPkAc2mhtv
JQcom362,JQ Composey,FOODOMORE,Tahun Yang Baru ! (Pelan Tapi Party ! ),"Yulius Aprianto, JOHN RINSON NICOLAUS, ANDHIKA PUDI SISWANTO, SAGIT HARIAJI, Sunu Prasasti , Mikhael Mestro MS",Pop,BIG Records,8.33,50,,2024,https://youtu.be/lcfa4cGxhW8?si=FSidbm6gkQe76uwC
JQcom363,JQ Composey,Twonda,Palsu,Dika Kusumah Nugraha,Pop,BIG Records,50,50,,2025,https://youtu.be/Qcja67VCLNE?si=lJsHalaR40Yt8MDI
JQcom364,JQ Composey,Linda,Jangan Ya Dik Ya,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2025,https://youtu.be/vohP2o5VKVM?si=HPTfcuJcEQf-M0jz
JQcom365,JQ Composey,Vitanova,Lost In Deception,"Rangga Nugraha, Herly Hendiwan Rahmadi, Epani Rachmaditia, Isykariman Ismail",Alternative,BIG Records,12.5,50,,2025,https://youtu.be/Opoo1ZuRTPM?si=ql0_1KJQF6SFhGVm
JQcom366,JQ Composey,Vitanova,Manata Hati,Isykariman Ismail,Pop,BIG Records,50,50,,2025,https://youtu.be/FA69TpLp1ho?si=TMfJ_oS8Y4pxMe6_
JQcom367,JQ Composey,Vitanova,Pada Langit,Epani Rachmaditia,Pop,BIG Records,50,50,,2025,
JQcom368,JQ Composey,Vitanova,Lara,Rangga Nugraha,Pop,BIG Records,50,50,,2025,
JQcom369,JQ Composey,Sirn,Melupakanmu,"Radika Arditias, Firman Darmawan",Pop,BIG Records,25,50,,2025,https://youtu.be/dfeX3GJa13U?si=0uFnlKqO2MbzCI6o
JQcom370,JQ Composey,Sirn,Ilusi,Radika Arditias,Pop,BIG Records,50,50,,2025,https://youtu.be/ji2OpJ-Ndak?si=vEcun43yXodHjApf
JQcom371,JQ Composey,Thursday Evening,Heartbreaking,"Fitriana Sri Rahayu , Sandi Rachman , Suherman , Tresna Juliansyah",Alternative,BIG Records,12.5,50,,2025,https://youtu.be/_AxHfttdt-Y?si=hvmm1ndAkcQGn9SU
JQcom372,JQ Composey,Twonda,Echoes,"Dika Kusumah Nugraha, Yana Juniar",Pop,BIG Records,25,50,,2025,https://youtu.be/XGJVywNYzh4?si=AalYEmvmY4yoIkZs
JQcom373,JQ Composey,Twonda,Dua Hati (Keabadian),Dika Kusumah Nugraha,Pop,BIG Records,50,50,,2025,https://youtu.be/eR9FykXp2SE?si=OM5wRIcB08YbB226
JQcom374,JQ Composey,Nisa Elanoer,Teduh (Unplugged),"Yulius Aprianto, JOHN RINSON NICOLAUS, ANDHIKA PUDI SISWANTO, SAGIT HARIAJI, Sunu Prasasti , Mikhael Mestro MS",Pop,BIG Records,8.33,50,,2025,https://youtu.be/nVTqKMOtU-U?si=uNrFIT-bXq74XWYx
JQcom375,JQ Composey,Annasta,Ada Yang Salah,"Febri Yusuf Ramadhan, Sunu Prasasti",Pop,BIG Records,25,50,,2025,https://youtu.be/A5pKnSjNM8A?si=9NGwRDSR5cHHy214
JQcom376,JQ Composey,Misty Nafis,Tasbih Semesta,Yopi Darfashi Nafis,Pop Religi,BIG Records,50,50,,2025,https://youtu.be/77aJ0Dudvns?si=G0ifWuI0vSjTxiu2
JQcom377,JQ Composey,Febree,Ramadhan (Hari Kemenangan),"Febri Yusuf Ramadhan, Sunu Prasasti",Pop Religi,BIG Records,25,50,,2025,https://youtu.be/o9Dyw4kmlqw?si=4YPvcPK1va3Eeuaj
JQcom378,JQ Composey,Dimas WItjak,Sajadah Taqwa,Dimas Wicaksono,Pop Religi,BIG Records,50,50,,2025,https://youtu.be/nc6PGcJ7naY?si=k8y2TTwAZk4_Dt0g
JQcom379,JQ Composey,R-Pro,Bias,Febrian Andriansyah,Pop,BIG Records,50,50,,2025,https://youtu.be/Se_slALtSLU?si=IJRQbPV17nJapKju
JQcom380,JQ Composey,SAMARIA,JANGAN SEENAKNYA,Yafet Wijaya,Alternative,BIG Records,50,50,,2025,https://youtu.be/T0U7iyn3E04?si=FdpS0bTJFyUK8Rme
JQcom381,JQ Composey,Dimas WItjak,Kutemukan Darimu,Dimas Wicaksono,Pop,BIG Records,50,50,,2025,https://youtu.be/ZR-74V-f6js?si=8x9Hp802ygglhq0-
JQcom382,JQ Composey,Dimas WItjak,Bosan,Dimas Wicaksono,Pop,BIG Records,50,50,,2025,https://youtu.be/b094V8ImW64?si=b_zpaYM29zazjUTV
JQcom383,JQ Composey,Twonda,Back To You (Till The End Of Time),"Dika Kusumah Nugraha, Yana Juniar",Pop,BIG Records,50,50,,2025,https://youtu.be/XTQ8g0G51T0?si=nZYutcBcZ0hSdFCZ
JQcom384,JQ Composey,Annasta,Nayanika,"Putri Annasta, Sunu Prasasti",Pop,BIG Records,25,50,,2025,https://youtu.be/sa6nYa98htA?si=18Y8YUcE2N-TZttK
JQcom385,JQ Composey,Nalara.,Pandai Meniru,Indra Indriyadi,Pop,BIG Records,50,50,,2025,https://youtu.be/mSUX-e_KE6Y?si=IUB2Js5yLYLfEyc6
JQcom386,JQ Composey,FOODOMORE,Bunga,"Yulius Aprianto, JOHN RINSON NICOLAUS, ANDHIKA PUDI SISWANTO, SAGIT HARIAJI, Sunu Prasasti , Mikhael Mestro MS",Pop,BIG Records,8.33,50,,2025,
JQcom387,JQ Composey,Dessy Wulandari,Berharap,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2025,
JQcom388,JQ Composey,Dessy Wulandari,Cerita Yang Pernah Ada,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2025,
JQcom389,JQ Composey,Dessy Wulandari,Kini Mantan,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2025,
JQcom390,JQ Composey,Dessy Wulandari,Rindu,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2025,
JQcom391,JQ Composey,Diajeng,Kowe Sik Biyen Janji,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2025,
JQcom392,JQ Composey,Diajeng,Kowe Uwis Lali,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2025,
JQcom393,,,,,,,,,,,
JQcom394,,,,,,,,,,,
JQcom395,,,,,,,,,,,
JQcom396,,,,,,,,,,,
JQcom397,,,,,,,,,,,
JQcom398,,,,,,,,,,,
JQcom399,,,,,,,,,,,
JQcom400,,,,,,,,,,,
JQcom401,,,,,,,,,,,
JQcom402,,,,,,,,,,,
JQcom403,,,,,,,,,,,
JQcom404,,,,,,,,,,,
JQcom405,,,,,,,,,,,
JQcom406,,,,,,,,,,,
JQcom407,,,,,,,,,,,
JQcom408,,,,,,,,,,,
JQcom409,,,,,,,,,,,
JQcom410,,,,,,,,,,,
JQcom411,,,,,,,,,,,
JQcom412,,,,,,,,,,,
JQcom413,,,,,,,,,,,
JQcom414,,,,,,,,,,,
JQcom415,,,,,,,,,,,
JQcom416,,,,,,,,,,,
JQcom417,,,,,,,,,,,
